Patentnumber;Similarity (DSS-Inclusion);Science-driven novelty dummy
US8235812;0;0
US8235813;0;0
US8235816;0;0
US8235819;0;0
US8235820;0;0
US8235824;0.002487562;1
US8235825;0;0
US8235917;0.01385281;1
US8235935;0;0
US8236629;0;0
US8236630;0.02292769;1
US8237248;0.01396161;1
US8237377;0.002427184;1
US8237383;0;0
US8237546;0;0
US8237548;0;0
US8237549;0;0
US8237550;0;0
US8237551;0;0
US8237558;0.01204301;1
US8237561;0;0
US8237562;0;0
US8237563;0;0
US8237564;0;0
US8237565;0;0
US8237566;0;0
US8237567;0;0
US8237568;0;0
US8237569;0.01367891;1
US8237570;0;0
US8237572;0;0
US8237575;0.00357462;1
US8237592;0.004477612;1
US8237612;0;0
US8237622;0;0
US8237702;0;0
US8237940;0;0
US8237958;0;0
US8237959;0;0
US8237963;0;0
US8238089;0;0
US8238127;0;0
US8238231;0.01206637;1
US8238274;0;0
US8238285;0;0
US8238291;0;0
US8238476;0;0
US8238538;0;0
US8238559;0;0
US8238582;0;0
US8238693;0;0
US8238767;0;0
US8238823;0.01662292;1
US8238824;0.00245098;1
US8238825;0;0
US8238826;0;0
US8238828;0;0
US8238829;0;0
US8238840;0.06205674;1
US8238852;0;0
US8238885;0;0
US8238898;0;0
US8238926;0;0
US8238938;0;0
US8238940;0;0
US8238973;0;0
US8239062;0;0
US8239102;0;0
US8239125;0;0
US8239132;0;0
US8239138;0.009689922;1
US8239150;0;0
US8239169;0;0
US8239244;0;0
US8239250;0.002398082;1
US8239251;0;0
US8239252;0;0
US8239255;0;0
US8239262;0;0
US8239269;0;0
US8239270;0;0
US8239276;0;0
US8239291;0;0
US8239385;0;0
US8239398;0;0
US8239451;0;0
US8239550;0.01079137;1
US8239753;0.01719298;1
US8239955;0;0
US8240022;0;0
US8240030;0;0
US8240085;0;0
US8240262;0;0
US8240406;0;0
US8240508;0;0
US8240530;0.004444445;1
US8240548;0;0
US8240549;0.0400782;1
US8240550;0;0
US8240552;0;0
US8240555;0;0
US8240562;0;0
US8240563;0;0
US8240568;0;0
US8240570;0;0
US8240572;0;0
US8240576;0;0
US8240577;0;0
US8240578;0;0
US8240849;0;0
US8241047;0.002427184;1
US8241053;0;0
US8241102;0;0
US8241104;0.05714286;1
US8241118;0.01300578;1
US8241136;0;0
US8241183;0;0
US8241199;0;0
US8241710;0.002427184;1
US8241912;0;0
US8241918;0;0
US8242445;0;0
US8242464;0;0
US8242486;0;0
US8242563;0;0
US8242590;0;0
US8242888;0;0
US8242889;0.05898876;1
US8242890;0;0
US8242891;0.002398082;1
US8242892;0;0
US8242893;0;0
US8242905;0;0
US8242907;0.006060606;1
US8242908;0;0
US8242909;0;0
US8242911;0;0
US8242912;0.002427184;1
US8242913;0;0
US8242914;0;0
US8242915;0;0
US8242916;0;0
US8242958;0;0
US8243021;0;0
US8243051;0.002487562;1
US8243136;0.01100324;1
US8243207;0;0
US8243301;0;0
US8243338;0.00245098;1
US8243515;0.002427184;1
US8243570;0;0
US8243661;0;0
US8243863;0;0
US8243882;0.05660377;1
US8243891;0;0
US8243897;0;0
US8244074;0;0
US8244169;0;0
US8244176;0;0
US8244177;0;0
US8244178;0;0
US8244179;0;0
US8244180;0.005347594;1
US8244181;0;0
US8244187;0;0
US8244201;0;0
US8244226;0;0
US8244236;0;0
US8244260;0.004497751;1
US8244278;0;0
US8244288;0;0
US8244294;0.01171875;1
US8244318;0;0
US8244320;0.002873563;1
US8244468;0.004784689;1
US8244542;0;0
US8244557;0.002398082;1
US8244581;0;0
US8244602;0.002427184;1
US8244603;0.01953748;1
US8244637;0;0
US8244643;0;0
US8244646;0;0
US8244727;0;0
US8244747;0;0
US8244786;0;0
US8244902;0;0
US8244908;0.02594034;1
US8245040;0;0
US8245142;0.002398082;1
US8245219;0;0
US8245244;0;0
US8245292;0;0
US8245453;0;0
US8245739;0.01410256;1
US8245879;0.002427184;1
US8245883;0.002392344;1
US8245907;0;0
US8245909;0;0
US8245911;0;0
US8245913;0;0
US8245914;0;0
US8245915;0;0
US8245917;0;0
US8245919;0.0140056;1
US8245922;0;0
US8245927;0;0
US8245930;0;0
US8245932;0.04498978;1
US8245936;0.007388092;1
US8245945;0;0
US8246441;0;0
US8246443;0;0
US8246448;0;0
US8246453;0;0
US8246468;0;0
US8246533;0;0
US8246564;0;0
US8246608;0.01092896;1
US8246667;0;0
US8246773;0;0
US8246775;0.002398082;1
US8246849;0;0
US8246917;0;0
US8247018;0.009271523;1
US8247787;0.0326087;1
US8247802;0;0
US8248120;0;0
US8248171;0;0
US8248204;0;0
US8248207;0.00245098;1
US8248208;0.034504;1
US8248209;0.002427184;1
US8248210;0;0
US8248211;0.1010101;1
US8248212;0;0
US8248213;0;0
US8248214;0.002398082;1
US8248230;0;0
US8248232;0;0
US8248233;0;0
US8248236;0;0
US8248238;0;0
US8248239;0;0
US8248240;0;0
US8248242;0;0
US8248243;0;0
US8248244;0;0
US8248245;0;0
US8248246;0;0
US8248247;0;0
US8248249;0;0
US8248254;0;0
US8248263;0;0
US8248285;0.01584607;1
US8248311;0.007729468;1
US8248367;0;0
US8248499;0.02218615;1
US8248644;0;0
US8248666;0;0
US8248975;0.03830696;1
US8249028;0.01355774;1
US8249177;0;0
US8249209;0.03333334;1
US8249251;0;0
US8249254;0;0
US8249295;0;0
US8249309;0.002398082;1
US8249350;0.009592326;1
US8249500;0.002398082;1
US8249502;0;0
US8249536;0;0
US8249544;0.002392344;1
US8249559;0;0
US8249566;0;0
US8249650;0;0
US8249654;0;0
US8249662;0.02994484;1
US8249678;0.01696165;1
US8249731;0.002424242;1
US8249832;0;0
US8249889;0;0
US8249890;0.002398082;1
US8249899;0;0
US8249910;0.002392344;1
US8249935;0;0
US8249941;0.002444988;1
US8249953;0.002325581;1
US8249954;0;0
US8249957;0;0
US8249965;0;0
US8249986;0.009504412;1
US8250045;0;0
US8250163;0.004784689;1
US8250221;0.03821656;1
US8250366;0;0
US8250377;0;0
US8250398;0;0
US8250487;0;0
US8250534;0.005167959;1
US8250612;0.02047782;1
US8250665;0.03030303;1
US8250796;0;0
US8250797;0;0
US8250955;0;0
US8251203;0;0
US8251229;0;0
US8251278;0;0
US8251281;0;0
US8251283;0;0
US8251284;0;0
US8251294;0;0
US8251295;0;0
US8251581;0.002398082;1
US8251629;0;0
US8251791;0;0
US8251792;0.004784689;1
US8251795;0;0
US8251801;0.002487562;1
US8251802;0;0
US8251804;0;0
US8251805;0.02189781;1
US8251808;0;0
US8251809;0;0
US8251816;0;0
US8251825;0;0
US8251832;0;0
US8251946;0;0
US8252003;0.02727273;1
US8252162;0;0
US8252164;0;0
US8252329;0.002392344;1
US8252389;0.004975124;1
US8252441;0;0
US8252643;0;0
US8252717;0;0
US8253252;0;0
US8253253;0;0
US8253388;0.01195815;1
US8253390;0;0
US8253469;0.005012531;1
US8253533;0.002427184;1
US8253536;0.007629108;1
US8253537;0;0
US8253538;0;0
US8253539;0.002325581;1
US8253540;0.00669344;1
US8253541;0.008357915;1
US8253542;0;0
US8253543;0;0
US8253555;0;0
US8253557;0;0
US8253559;0.004796163;1
US8253560;0.02777778;1
US8253561;0;0
US8253565;0;0
US8253566;0;0
US8253567;0;0
US8253568;0;0
US8253569;0;0
US8253570;0.003418803;1
US8253577;0.06997085;1
US8253586;0;0
US8253640;0;0
US8253727;0;0
US8253774;0;0
US8254013;0;0
US8254152;0.009727165;1
US8254253;0.009661836;1
US8254352;0;0
US8254368;0.02331606;1
US8254543;0;0
US8254631;0.002487562;1
US8254633;0;0
US8254637;0.002392344;1
US8254833;0;0
US8254834;0.02926481;1
US8254835;0;0
US8254841;0.02600473;1
US8254853;0.01503759;1
US8254858;0;0
US8254869;0;0
US8254878;0.01027078;1
US8254881;0;0
US8254973;0;0
US8254983;0.1124031;1
US8254984;0;0
US8255011;0;0
US8255013;0;0
US8255018;0;0
US8255026;0;0
US8255080;0.002487562;1
US8255090;0.004975124;1
US8255107;0;0
US8255113;0;0
US8255114;0;0
US8255144;0.002392344;1
US8255159;0;0
US8255236;0.09180457;1
US8255237;0.04483122;1
US8255268;0.0315534;1
US8255275;0;0
US8255278;0;0
US8255283;0;0
US8255284;0;0
US8255291;0;0
US8255303;0;0
US8255304;0;0
US8255308;0;0
US8255323;0.002936858;1
US8255340;0;0
US8255344;0.05372979;1
US8255345;0.068885;1
US8255358;0.05179856;1
US8255403;0.0463531;1
US8255469;0.03038936;1
US8255689;0;0
US8255820;0;0
US8255971;0.004975124;1
US8256011;0;0
US8256085;0.01069519;1
US8256233;0.02654867;1
US8256333;0;0
US8256349;0;0
US8256381;0;0
US8256549;0.006617039;1
US8256607;0;0
US8256667;0.00245098;1
US8256669;0;0
US8256674;0;0
US8256675;0.01787102;1
US8256681;0;0
US8256682;0;0
US8256684;0;0
US8256688;0;0
US8256762;0;0
US8256950;0;0
US8256979;0;0
US8257157;0;0
US8257160;0;0
US8257161;0;0
US8257164;0;0
US8257169;0;0
US8257171;0.002487562;1
US8257189;0;0
US8257295;0.05144033;1
US8257300;0.006568145;1
US8257310;0;0
US8257337;0.002487562;1
US8257375;0;0
US8257636;0;0
US8257663;0;0
US8257729;0;0
US8257784;0;0
US8257875;0.0355366;1
US8257967;0.006535948;1
US8258011;0;0
US8258030;0;0
US8258065;0;0
US8258412;0.04541768;1
US8258414;0.0041841;1
US8258441;0;0
US8258481;0;0
US8258514;0;0
US8258586;0;0
US8258743;0.05616438;1
US8258862;0;0
US8258918;0.002427184;1
US8258920;0;0
US8258924;0;0
US8258925;0;0
US8258926;0;0
US8258927;0;0
US8258928;0.004854369;1
US8258929;0;0
US8258930;0;0
US8258939;0;0
US8258941;0;0
US8258943;0;0
US8258950;0.002398082;1
US8258951;0.01108424;1
US8258952;0;0
US8258953;0;0
US8258954;0;0
US8258955;0;0
US8258956;0;0
US8258957;0;0
US8258958;0;0
US8258959;0.002487562;1
US8258960;0;0
US8258961;0;0
US8258962;0;0
US8258968;0;0
US8259013;0;0
US8259023;0.002427184;1
US8259072;0.002392344;1
US8259136;0;0
US8259154;0.004975124;1
US8259163;0;0
US8259178;0;0
US8259500;0.01864802;1
US8259518;0;0
US8259562;0.0297619;1
US8259610;0;0
US8259753;0.01865672;1
US8259822;0.01152738;1
US8259982;0;0
US8260026;0;0
US8260042;0;0
US8260053;0;0
US8260132;0;0
US8260199;0.007177033;1
US8260200;0.08866442;1
US8260201;0;0
US8260216;0;0
US8260217;0;0
US8260220;0;0
US8260232;0;0
US8260241;0;0
US8260268;0;0
US8260269;0;0
US8260316;0;0
US8260324;0;0
US8260342;0;0
US8260346;0;0
US8260348;0;0
US8260360;0.002392344;1
US8260364;0.004854369;1
US8260373;0.004975124;1
US8260379;0;0
US8260384;0;0
US8260385;0;0
US8260422;0.08563135;1
US8260447;0;0
US8260448;0;0
US8260456;0;0
US8260483;0.00245098;1
US8260537;0;0
US8260555;0;0
US8260575;0;0
US8260618;0.002398082;1
US8260628;0.0416139;1
US8260629;0;0
US8260645;0;0
US8260666;0;0
US8260667;0;0
US8260669;0;0
US8260671;0;0
US8260674;0.004504505;1
US8260678;0;0
US8260688;0;0
US8260722;0;0
US8260852;0;0
US8260883;0;0
US8260948;0.002398082;1
US8260970;0;0
US8261076;0;0
US8261085;0.06364513;1
US8261088;0;0
US8261094;0;0
US8261259;0;0
US8261327;0;0
US8261515;0;0
US8261644;0;0
US8261673;0.03992016;1
US8261773;0;0
US8261780;0;0
US8261798;0;0
US8261939;0;0
US8261965;0;0
US8261969;0;0
US8261976;0;0
US8261981;0;0
US8261982;0;0
US8261985;0.04769604;1
US8261992;0;0
US8261993;0.01022495;1
US8261994;0.009487666;1
US8261995;0;0
US8261996;0.01515152;1
US8261997;0;0
US8261998;0;0
US8261999;0;0
US8262019;0;0
US8262388;0.02162162;1
US8262394;0;0
US8262402;0;0
US8262403;0.00991132;1
US8262406;0;0
US8262445;0;0
US8262448;0;0
US8262450;0;0
US8262455;0;0
US8262456;0;0
US8262457;0;0
US8262458;0;0
US8262459;0.143379;1
US8262460;0.07843138;1
US8262462;0;0
US8262464;0.03381642;1
US8262466;0;0
US8262467;0;0
US8262469;0.00245098;1
US8262475;0;0
US8262603;0;0
US8262643;0;0
US8262828;0;0
US8262986;0.004581902;1
US8262992;0.004576659;1
US8263129;0.002325581;1
US8263387;0.004796163;1
US8263730;0;0
US8264027;0;0
US8264318;0;0
US8264321;0;0
US8264329;0;0
US8264331;0;0
US8264332;0;0
US8264340;0.009049774;1
US8264341;0.03717472;1
US8264342;0.009221589;1
US8264347;0.002487562;1
US8264350;0;0
US8264354;0.003816794;1
US8264355;0;0
US8264356;0;0
US8264357;0;0
US8264358;0;0
US8264359;0;0
US8264366;0;0
US8264372;0;0
US8264408;0;0
US8264422;0.01767677;1
US8264529;0.004854369;1
US8264566;0;0
US8264618;0;0
US8264823;0.01098901;1
US8264874;0;0
US8264888;0.01550388;1
US8264889;0.04473684;1
US8265069;0.04266667;1
US8265198;0.008257279;1
US8265225;0;0
US8265254;0.04968944;1
US8265282;0.002325581;1
US8265369;0.01061321;1
US8265381;0.004796163;1
US8265548;0;0
US8265553;0.03180914;1
US8265555;0;0
US8265557;0;0
US8265558;0.02721088;1
US8265570;0;0
US8265635;0.01064344;1
US8265636;0.03689064;1
US8265651;0;0
US8265654;0;0
US8265659;0;0
US8265669;0;0
US8265690;0.003267974;1
US8265704;0;0
US8265705;0;0
US8265706;0;0
US8265710;0;0
US8265712;0;0
US8265775;0;0
US8265816;0;0
US8265943;0.02852853;1
US8265947;0;0
US8265988;0;0
US8266005;0.03274902;1
US8266008;0;0
US8266017;0;0
US8266018;0;0
US8266019;0;0
US8266020;0;0
US8266027;0;0
US8266031;0;0
US8266047;0;0
US8266056;0;0
US8266059;0;0
US8266071;0;0
US8266075;0.04671717;1
US8266082;0.004975124;1
US8266129;0;0
US8266174;0;0
US8266308;0;0
US8266349;0;0
US8266421;0.009478132;1
US8266526;0;0
US8266532;0;0
US8266536;0.02074689;1
US8266577;0;0
US8266681;0;0
US8266872;0;0
US8266878;0;0
US8267081;0;0
US8267084;0;0
US8267239;0;0
US8267307;0;0
US8267308;0.002392344;1
US8267310;0;0
US8267311;0;0
US8267312;0;0
US8267313;0;0
US8267317;0.002768549;1
US8267319;0.01530055;1
US8267323;0;0
US8267324;0.002427184;1
US8267325;0;0
US8267326;0;0
US8267383;0;0
US8267393;0;0
US8267494;0;0
US8267526;0.007864489;1
US8267634;0;0
US8267655;0.05013927;1
US8267763;0;0
US8267764;0;0
US8267771;0;0
US8267773;0;0
US8267774;0;0
US8267777;0;0
US8267788;0;0
US8267789;0;0
US8267792;0;0
US8267797;0;0
US8267863;0.008668904;1
US8267924;0;0
US8267949;0;0
US8267954;0;0
US8268092;0;0
US8268475;0.00245098;1
US8268630;0;0
US8269096;0;0
US8269215;0.02756892;1
US8269219;0.00245098;1
US8269453;0;0
US8269509;0;0
US8269599;0;0
US8269601;0;0
US8269605;0.02332362;1
US8269606;0;0
US8269607;0;0
US8269608;0;0
US8269609;0;0
US8269610;0;0
US8269611;0;0
US8269622;0;0
US8269623;0;0
US8269626;0;0
US8269627;0;0
US8269629;0;0
US8269630;0;0
US8269633;0;0
US8269635;0;0
US8269636;0;0
US8269643;0;0
US8269669;0;0
US8269670;0;0
US8269688;0;0
US8269814;0;0
US8269834;0;0
US8269835;0;0
US8269846;0;0
US8270303;0.02864804;1
US8270304;0.006747638;1
US8270325;0;0
US8270539;0.06498951;1
US8270589;0;0
US8270838;0;0
US8270907;0.004789272;1
US8270911;0;0
US8270913;0;0
US8270925;0;0
US8270938;0;0
US8270958;0;0
US8270990;0;0
US8271021;0;0
US8271031;0;0
US8271033;0;0
US8271046;0;0
US8271047;0;0
US8271053;0.01817521;1
US8271057;0;0
US8271128;0;0
US8271188;0;0
US8271192;0;0
US8271218;0;0
US8271234;0;0
US8271285;0.002392344;1
US8271308;0;0
US8271322;0;0
US8271342;0;0
US8271346;0.00245098;1
US8271381;0;0
US8271398;0;0
US8271433;0;0
US8271506;0;0
US8271624;0;0
US8271650;0;0
US8271662;0;0
US8271693;0;0
US8271907;0.04347826;1
US8272069;0.00245098;1
US8272239;0;0
US8272280;0.009039548;1
US8272281;0.03655514;1
US8272491;0;0
US8272561;0.01666667;1
US8272563;0;0
US8272565;0.005904455;1
US8272567;0;0
US8272569;0;0
US8272571;0;0
US8272573;0;0
US8272575;0;0
US8272727;0.01484018;1
US8272743;0;0
US8272827;0;0
US8272919;0;0
US8272935;0;0
US8272944;0;0
US8272945;0;0
US8272947;0;0
US8272948;0;0
US8272952;0;0
US8272970;0;0
US8273071;0;0
US8273605;0.009456265;1
US8273610;0.004166667;1
US8273611;0.02553191;1
US8273614;0;0
US8273654;0;0
US8274075;0;0
US8274323;0;0
US8274363;0;0
US8274364;0;0
US8274366;0;0
US8274367;0;0
US8274368;0;0
US8274369;0;0
US8274370;0;0
US8274371;0.002427184;1
US8274372;0;0
US8274373;0.002398082;1
US8274374;0;0
US8274375;0;0
US8274381;0;0
US8274384;0;0
US8274387;0;0
US8274389;0.002583979;1
US8274390;0;0
US8274392;0;0
US8274403;0;0
US8274404;0;0
US8274543;0;0
US8274564;0.03896104;1
US8274569;0;0
US8274610;0;0
US8274677;0;0
US8274958;0.02678571;1
US8275126;0;0
US8275265;0;0
US8275312;0;0
US8275364;0;0
US8275382;0;0
US8275398;0;0
US8275399;0;0
US8275404;0.002427184;1
US8275437;0;0
US8275438;0.0267094;1
US8275442;0;0
US8275480;0;0
US8275515;0;0
US8275522;0.00913242;1
US8275540;0;0
US8275554;0.003030303;1
US8275628;0.03641062;1
US8275634;0;0
US8275657;0;0
US8275664;0;0
US8275665;0;0
US8275675;0;0
US8275676;0;0
US8275678;0;0
US8275683;0;0
US8275704;0;0
US8275734;0;0
US8275767;0.002824859;1
US8275837;0;0
US8275858;0.006779661;1
US8275862;0;0
US8275995;0;0
US8276019;0;0
US8276088;0.002392344;1
US8276286;0.01919721;1
US8276298;0;0
US8276322;0;0
US8276327;0;0
US8276451;0;0
US8276491;0;0
US8276505;0;0
US8276599;0;0
US8276689;0.002392344;1
US8276716;0;0
US8276810;0;0
US8276811;0;0
US8276813;0.002444988;1
US8276825;0;0
US8277300;0;0
US8277305;0;0
US8277307;0;0
US8277314;0;0
US8277319;0.00714924;1
US8277473;0;0
US8277581;0;0
US8277650;0.1086207;1
US8277651;0.09050028;1
US8277730;0;0
US8277733;0;0
US8277760;0;0
US8277812;0.04961832;1
US8277903;0;0
US8278004;0;0
US8278154;0;0
US8278170;0.00245098;1
US8278394;0;0
US8278546;0;0
US8278561;0;0
US8278570;0;0
US8278571;0.002427184;1
US8278652;0;0
US8278663;0;0
US8278740;0;0
US8278757;0;0
US8278784;0;0
US8278842;0;0
US8278875;0.003178928;1
US8278974;0;0
US8279014;0;0
US8279039;0.002392344;1
US8279042;0.04172732;1
US8279045;0;0
US8279046;0.0241433;1
US8279048;0;0
US8279051;0;0
US8279062;0;0
US8279064;0;0
US8279065;0;0
US8279066;0.002487562;1
US8279067;0;0
US8279068;0;0
US8279069;0;0
US8279076;0;0
US8279077;0;0
US8279088;0;0
US8279091;0;0
US8279112;0;0
US8279120;0;0
US8279125;0;0
US8279174;0;0
US8279193;0.02176871;1
US8279199;0;0
US8279228;0;0
US8279256;0;0
US8279463;0;0
US8279484;0;0
US8279586;0;0
US8279609;0;0
US8279803;0.1272501;1
US8279814;0.03163842;1
US8279835;0.01763367;1
US8280009;0;0
US8280259;0;0
US8280299;0;0
US8280304;0;0
US8280315;0;0
US8280322;0.007133593;1
US8280345;0;0
US8280363;0;0
US8280382;0;0
US8280398;0.002398082;1
US8280407;0;0
US8280413;0.002487562;1
US8280433;0;0
US8280448;0.01751674;1
US8280475;0;0
US8280476;0;0
US8280484;0.0317029;1
US8280520;0.00400641;1
US8280544;0;0
US8280550;0;0
US8280555;0.002398082;1
US8280580;0.002487562;1
US8280621;0.01828761;1
US8280631;0.01669359;1
US8280681;0.002427184;1
US8280686;0;0
US8280741;0.01010101;1
US8280746;0.03213089;1
US8280775;0;0
US8280776;0;0
US8280784;0.01160862;1
US8280791;0;0
US8280816;0;0
US8280820;0;0
US8280827;0;0
US8280913;0.01129469;1
US8280952;0;0
US8280989;0;0
US8281026;0.002723312;1
US8281027;0.007600434;1
US8281030;0;0
US8281032;0;0
US8281039;0;0
US8281040;0;0
US8281072;0.01340646;1
US8281145;0;0
US8281165;0;0
US8281241;0.002325581;1
US8281366;0.005428882;1
US8281372;0;0
US8281392;0.002398082;1
US8281542;0;0
US8281779;0;0
US8281811;0;0
US8281835;0;0
US8281888;0;0
US8281983;0.005200208;1
US8281986;0;0
US8281990;0;0
US8281991;0;0
US8281993;0.002444988;1
US8281994;0;0
US8281997;0;0
US8282001;0;0
US8282003;0;0
US8282005;0.004357298;1
US8282007;0.006379585;1
US8282008;0;0
US8282009;0.01195499;1
US8282011;0;0
US8282013;0;0
US8282101;0;0
US8282133;0;0
US8282163;0.006777572;1
US8282227;0.03155216;1
US8282457;0;0
US8282463;0;0
US8282468;0;0
US8282470;0;0
US8282472;0;0
US8282475;0;0
US8282477;0;0
US8282488;0;0
US8282489;0;0
US8282490;0;0
US8282492;0;0
US8282497;0.004716981;1
US8282557;0.01272727;1
US8282589;0;0
US8282593;0.04356955;1
US8282860;0;0
US8282895;0;0
US8283012;0;0
US8283657;0;0
US8283659;0;0
US8283660;0;0
US8283662;0;0
US8283669;0.02045728;1
US8283975;0;0
US8284023;0;0
US8284024;0;0
US8284025;0.01335312;1
US8284026;0;0
US8284028;0.002487562;1
US8284029;0;0
US8284030;0.007722008;1
US8284031;0;0
US8284032;0;0
US8284033;0;0
US8284034;0;0
US8284037;0;0
US8284045;0;0
US8284048;0;0
US8284053;0.01733333;1
US8284055;0;0
US8284056;0;0
US8284058;0;0
US8284059;0;0
US8284061;0.004761905;1
US8284068;0;0
US8284100;0;0
US8284104;0;0
US8284117;0;0
US8284298;0;0
US8284305;0.002427184;1
US8284386;0;0
US8284390;0;0
US8284407;0.01169591;1
US8284419;0.02370031;1
US8284424;0.05099247;1
US8284458;0.02970297;1
US8284461;0;0
US8284579;0.006552007;1
US8284741;0;0
US8284916;0.0245614;1
US8284939;0;0
US8284993;0.002427184;1
US8284999;0;0
US8285204;0;0
US8285211;0;0
US8285214;0.002427184;1
US8285224;0.002836879;1
US8285242;0;0
US8285243;0;0
US8285248;0.03472222;1
US8285263;0;0
US8285300;0;0
US8285307;0;0
US8285329;0;0
US8285334;0.002487562;1
US8285390;0;0
US8285415;0;0
US8285421;0;0
US8285487;0;0
US8285510;0;0
US8285518;0;0
US8285551;0;0
US8285553;0;0
US8285561;0;0
US8285564;0;0
US8285565;0;0
US8285588;0;0
US8285598;0;0
US8285607;0;0
US8285637;0;0
US8285646;0;0
US8285653;0.06802721;1
US8285654;0;0
US8285740;0.007407407;1
US8285838;0.01511535;1
US8285839;0.004854369;1
US8285899;0;0
US8286068;0;0
US8286083;0;0
US8286098;0.002427184;1
US8286222;0;0
US8286288;0;0
US8286332;0;0
US8286473;0;0
US8286563;0;0
US8286578;0;0
US8286591;0;0
US8286717;0.01516875;1
US8286846;0;0
US8286862;0;0
US8286863;0.01036807;1
US8286867;0;0
US8286868;0;0
US8286871;0;0
US8286876;0.00245098;1
US8286881;0;0
US8286882;0;0
US8286884;0;0
US8286886;0.0283871;1
US8286887;0;0
US8286888;0;0
US8287327;0;0
US8287347;0;0
US8287357;0;0
US8287358;0;0
US8287364;0.03713768;1
US8287375;0;0
US8287380;0.002398082;1
US8287383;0.02281746;1
US8287386;0;0
US8287387;0;0
US8287451;0;0
US8287453;0.01171459;1
US8287495;0;0
